Chamber	Well	Condition	Microbe	Moss	Week.0	Week.1	Week.2	Week.3	Week.4
2.25C	8	Ambient	LIA	Magellanicum	0.568878901	0.668571495	0.770421069	0.868248603	0.95375418
2.25C	9	Ambient	LIA	Magellanicum	0.243207598	0.289039198	0.290641564	0.31791599	0.33148368
2.25C	10	Ambient	LIA	Magellanicum	0.162922271	0.18899664	0.213360164	0.21450472	0.2315511
2.25C	11	Ambient	LIA	Magellanicum	0.150870886	0.157445237	0.157662579	0.169607097	0.171484468
2.25C	12	Ambient	LIA	Magellanicum	0.088851672	0.108095883	0.110609838	0.130052894	0.147822322
0C	7	Warm	LIW	Magellanicum	0.389915807	0.374280043	0.382527102	0.375196783	0.37013977
0C	8	Warm	LIW	Magellanicum	0.377928119	0.412411327	0.416089427	0.420704019	0.43288938
0C	9	Warm	LIW	Magellanicum	0.379822224	0.379262357	0.351194847	0.343171754	0.33113801
0C	10	Warm	LIW	Magellanicum	0.252354197	0.220141875	0.245142284	0.229145732	0.23576966
0C	11	Warm	LIW	Magellanicum	0.150378493	0.149673187	0.154800126	0.161507467	0.155560103
0C	12	Warm	LIW	Magellanicum	0.295651093	0.292865907	0.304104138	0.309757115	0.316449475
4.5C	7	Warm	LIW	Magellanicum	0.490746589	0.587650617	0.696454212	0.815761163	0.93911706
4.5C	8	Warm	LIW	Magellanicum	0.289116026	0.321035278	0.34066934	0.379975984	0.40255611
4.5C	9	Warm	LIW	Magellanicum	0.298297941	0.327239565	0.355888124	0.372572227	0.38772686
4.5C	10	Warm	LIW	Magellanicum	0.290739121	0.292504295	0.293695504	0.317841908	0.32054391
4.5C	11	Warm	LIW	Magellanicum	0.126183032	0.14147527	0.161286998	0.171242368	0.182507105
4.5C	12	Warm	LIW	Magellanicum	0.263441544	0.274316289	0.287970166	0.288658881	0.300971676
2.25C	7	Warm	LIW	Magellanicum	0.09789114	0.186098214	0.26455284	0.33774851	0.424813527
2.25C	8	Warm	LIW	Magellanicum	0.126016626	0.193814714	0.2885486	0.381986071	0.467529554
2.25C	9	Warm	LIW	Magellanicum	0.085904065	0.119727752	0.152391228	0.181408919	0.218500218
2.25C	10	Warm	LIW	Magellanicum	0.091357335	0.14187543	0.195200412	0.243374315	0.29177563
2.25C	11	Warm	LIW	Magellanicum	0.242763936	0.276506061	0.352171409	0.373266785	0.501994036
2.25C	12	Warm	LIW	Magellanicum	0.275406347	0.309061002	0.336106069	0.428282043	0.450980781
9C	7	Warm	LIW	Magellanicum	0.072659665	0.073972379	0.081132514	0.086437493	0.088102289
9C	8	Warm	LIW	Magellanicum	0.083505773	0.087522694	0.092151355	0.095881234	0.102440225
9C	9	Warm	LIW	Magellanicum	0.060939827	0.063983668	0.067999072	0.070918495	0.076436971
9C	10	Warm	LIW	Magellanicum	0.075488212	0.080088821	0.087792925	0.089287887	0.095700111
9C	11	Warm	LIW	Magellanicum	0.367010353	0.370549184	0.373332063	0.380023738	0.387659258
9C	12	Warm	LIW	Magellanicum	0.260066579	0.263498828	0.265986707	0.272938699	0.277293253
0C	1	Control	None	Magellanicum	0.077849066	0.110305188	0.108961827	0.13269859	0.1340518
0C	2	Control	None	Magellanicum	0.416483749	0.424629435	0.44575829	0.441236499	0.44319935
0C	3	Control	None	Magellanicum	0.655626661	0.708682745	0.725529061	0.753260457	0.79055565
0C	4	Control	None	Magellanicum	0.015975192	0.071234825	0.093058611	0.104724246	0.170747784
0C	5	Control	None	Magellanicum	0.117786658	0.166493832	0.191428784	0.206864139	0.2344799
0C	6	Control	None	Magellanicum	0.373576288	0.391434355	0.368598103	0.369000144	0.3596274
0C	7	Control	None	Magellanicum	0.239106244	0.253164722	0.257532027	0.281937861	0.29514875
0C	8	Control	None	Magellanicum	0.306385225	0.328671283	0.353829124	0.361486054	0.3882452
0C	9	Control	None	Magellanicum	0.083292335	0.080737282	0.120624595	0.1293441	0.16211585
0C	10	Control	None	Magellanicum	0.164603293	0.199653846	0.184401752	0.185519696	0.1784404
2.25C	1	Control	None	Magellanicum	0.042586046	0.086035423	0.086738502	0.106805298	0.11980252
2.25C	2	Control	None	Magellanicum	0.046103922	0.090979972	0.087382104	0.098903377	0.11924421
2.25C	3	Control	None	Magellanicum	0.074439197	0.089397734	0.16809883	0.213979393	0.25926632
2.25C	4	Control	None	Magellanicum	0.074502215	0.081532089	0.103269221	0.133560982	0.15707684
2.25C	5	Control	None	Magellanicum	0.064119992	0.066513447	0.070489296	0.07504746	0.09072108
2.25C	6	Control	None	Magellanicum	0.048816777	0.057036669	0.077637151	0.086607198	0.09518772
2.25C	7	Control	None	Magellanicum	0.115862629	0.116103501	0.116991879	0.115424035	0.118028771
2.25C	8	Control	None	Magellanicum	0.045322394	0.068926665	0.120859918	0.129243661	0.15882728
2.25C	9	Control	None	Magellanicum	0.059805763	0.108165815	0.136540142	0.195073662	0.2442568
2.25C	10	Control	None	Magellanicum	0.083441893	0.093221678	0.136530455	0.181163121	0.22761756
4.5C	1	Control	None	Magellanicum	0.233570593	0.231665556	0.232556357	0.231874447	0.23464945
4.5C	2	Control	None	Magellanicum	0.547186571	0.548254073	0.548129737	0.5480814	0.549541236
4.5C	3	Control	None	Magellanicum	0.396443482	0.396185078	0.396850387	0.395933918	0.398445642
4.5C	4	Control	None	Magellanicum	0.367696163	0.366998851	0.368044186	0.367257174	0.36930931
4.5C	5	Control	None	Magellanicum	0.494577368	0.494623088	0.493936043	0.494901361	0.496802733
4.5C	6	Control	None	Magellanicum	0.464380065	0.465069558	0.464128119	0.465317854	0.466330253
4.5C	7	Control	None	Magellanicum	0.044921673	0.044246124	0.044291629	0.044086403	0.046975523
4.5C	8	Control	None	Magellanicum	0.07109801	0.070080855	0.069920902	0.069703591	0.072245207
4.5C	9	Control	None	Magellanicum	0.066122517	0.065060946	0.064345723	0.066118933	0.067255314
4.5C	10	Control	None	Magellanicum	0.049066117	0.049421566	0.04957802	0.050302099	0.05149712
9C	1	Control	None	Magellanicum	0.08754625	0.076141249	0.086866538	0.07246836	0.07506345
9C	2	Control	None	Magellanicum	0.276446245	0.279535941	0.241759942	0.237667153	0.22970079
9C	3	Control	None	Magellanicum	0.267057948	0.25830308	0.235359657	0.244183692	0.23615691
9C	4	Control	None	Magellanicum	0.199265965	0.181919494	0.177432577	0.15804502	0.15275799
9C	5	Control	None	Magellanicum	0.249428789	0.246211167	0.25713075	0.256690932	0.25001988
9C	6	Control	None	Magellanicum	0.207249971	0.251556601	0.245408402	0.248332357	0.2555916
9C	7	Control	None	Magellanicum	0.281457778	0.252630963	0.245955145	0.228612573	0.21508608
9C	8	Control	None	Magellanicum	0.119764318	0.131999046	0.149613088	0.163982833	0.18103668
9C	9	Control	None	Magellanicum	0.251492912	0.276683611	0.318135449	0.357527838	0.39570267
9C	10	Control	None	Magellanicum	0.235542132	0.260443996	0.288050798	0.319620558	0.34056033
0C	1	Ambient	SFA	Magellanicum	0.414742	0.406701607	0.424522103	0.418877032	0.42904029
0C	2	Ambient	SFA	Magellanicum	0.319459862	0.360211498	0.449435353	0.479474495	0.549197331
0C	3	Ambient	SFA	Magellanicum	0.257103591	0.311891813	0.356641531	0.401440413	0.44240196
0C	4	Ambient	SFA	Magellanicum	0.426034731	0.486516405	0.554530417	0.636823752	0.70627494
0C	5	Ambient	SFA	Magellanicum	0.443143275	0.480867133	0.488028563	0.506555102	0.52921281
0C	6	Ambient	SFA	Magellanicum	0.376862929	0.438976792	0.462220056	0.486398242	0.50921031
0C	7	Ambient	SFA	Magellanicum	0.514891088	0.524845776	0.514547337	0.5020142	0.48502062
0C	8	Ambient	SFA	Magellanicum	0.294871944	0.290141156	0.287857341	0.294614893	0.28838271
0C	9	Ambient	SFA	Magellanicum	0.446354881	0.480728926	0.487434908	0.504362232	0.51707488
0C	10	Ambient	SFA	Magellanicum	0.453239873	0.467725688	0.483080421	0.482843422	0.48855233
2.25C	1	Ambient	SFA	Magellanicum	0.360823455	0.401993146	0.450190682	0.478796245	0.52075683
2.25C	2	Ambient	SFA	Magellanicum	0.179379151	0.167703893	0.145968713	0.134160896	0.11884125
2.25C	3	Ambient	SFA	Magellanicum	0.22100218	0.243091352	0.232705171	0.23875976	0.22996611
2.25C	4	Ambient	SFA	Magellanicum	0.313765655	0.27422407	0.263453277	0.251927928	0.245421
2.25C	5	Ambient	SFA	Magellanicum	0.230812761	0.22989694	0.232410865	0.249723404	0.2571393
2.25C	6	Ambient	SFA	Magellanicum	0.282485202	0.345752836	0.400537893	0.437821904	0.48102516
2.25C	7	Ambient	SFA	Magellanicum	0.172136606	0.25440304	0.267840882	0.321072029	0.35815989
2.25C	8	Ambient	SFA	Magellanicum	0.271451334	0.333425948	0.357685937	0.376094103	0.39893073
2.25C	9	Ambient	SFA	Magellanicum	0.283940739	0.305612543	0.310448047	0.323248603	0.33921162
2.25C	10	Ambient	SFA	Magellanicum	0.273624735	0.314844909	0.328155924	0.390825997	0.43059225
4.5C	1	Ambient	SFA	Magellanicum	0.008582461	0.041299012	0.0896591	0.113694665	0.135525215
4.5C	2	Ambient	SFA	Magellanicum	0.039425383	0.059845157	0.072185165	0.066784072	0.062257603
4.5C	3	Ambient	SFA	Magellanicum	0.013949458	0.025193594	0.04377882	0.039989276	0.039959454
4.5C	4	Ambient	SFA	Magellanicum	0.065949582	0.292923529	0.482949723	0.678309061	0.732238218
4.5C	5	Ambient	SFA	Magellanicum	0.052580521	0.052696274	0.06400498	0.061344681	0.079581754
4.5C	6	Ambient	SFA	Magellanicum	0.031005534	0.052210138	0.047003482	0.04376123	0.043405094
4.5C	7	Ambient	SFA	Magellanicum	0.016256259	0.019726485	0.023947583	0.036051167	0.047714887
4.5C	8	Ambient	SFA	Magellanicum	0.036253759	0.060344852	0.047775368	0.065264903	0.066230498
4.5C	9	Ambient	SFA	Magellanicum	0.044810515	0.054772127	0.05649316	0.0548052	0.052935344
4.5C	10	Ambient	SFA	Magellanicum	0.07347033	0.088451415	0.104547025	0.096786041	0.101948544
9C	1	Ambient	SFA	Magellanicum	0.023413676	0.035652898	0.04904611	-0.069853054	0.0634644
9C	2	Ambient	SFA	Magellanicum	0.063120537	0.078059243	0.084793821	0.082606677	0.082994
9C	3	Ambient	SFA	Magellanicum	0.087308879	0.052193311	0.055571603	0.056381288	0.062186
9C	4	Ambient	SFA	Magellanicum	0.084204345	0.114433336	0.098463952	0.114205436	0.1095072
9C	5	Ambient	SFA	Magellanicum	0.090435039	0.084489786	0.09051183	0.078738729	0.0909976
9C	6	Ambient	SFA	Magellanicum	0.06036883	0.04462596	0.057761506	0.070598961	0.0711552
9C	7	Ambient	SFA	Magellanicum	0.02465157	0.007380469	0.034021768	0.040980967	0.0434656
9C	8	Ambient	SFA	Magellanicum	0.074069652	0.074866187	0.092940617	0.0960617	0.0942208
9C	9	Ambient	SFA	Magellanicum	0.071934252	0.0582364	0.063129604	0.073303589	0.0755072
9C	10	Ambient	SFA	Magellanicum	0.106576073	0.164713491	0.176131752	0.179559718	0.1877216
0C	1	Warm	SFW	Magellanicum	0.109943652	0.15937476	0.177451231	0.190404071	0.21278498
0C	2	Warm	SFW	Magellanicum	0.005711545	0.052018775	0.125788109	0.149286077	0.19804315
0C	3	Warm	SFW	Magellanicum	0.283101823	0.322605103	0.341035413	0.376008472	0.39427
0C	4	Warm	SFW	Magellanicum	0.242183394	0.219254593	0.27296444	0.278695876	0.3049169
0C	5	Warm	SFW	Magellanicum	0.15651418	0.174287995	0.173581186	0.160985817	0.16304615
0C	6	Warm	SFW	Magellanicum	0.316755133	0.314859349	0.319778585	0.334839342	0.34454325
0C	7	Warm	SFW	Magellanicum	0.266799833	0.247817295	0.250954768	0.249757061	0.2533517
0C	8	Warm	SFW	Magellanicum	0.162892985	0.192744812	0.224193985	0.239335355	0.26121495
0C	9	Warm	SFW	Magellanicum	0.198491305	0.220705133	0.246712262	0.253723239	0.26812575
0C	10	Warm	SFW	Magellanicum	0.141285473	0.160633638	0.20010618	0.232403385	0.2583133
4.5C	1	Warm	SFW	Magellanicum	0.364652302	0.425558766	0.453167612	0.507997869	0.55274362
4.5C	2	Warm	SFW	Magellanicum	0.213949632	0.214226267	0.217341554	0.201945993	0.19673842
4.5C	3	Warm	SFW	Magellanicum	0.169109164	0.152321853	0.18040678	0.196298104	0.20646332
4.5C	4	Warm	SFW	Magellanicum	0.119854727	0.145238488	0.131085975	0.131251073	0.12659604
4.5C	5	Warm	SFW	Magellanicum	0.224631857	0.253833027	0.320746393	0.368278163	0.41135096
4.5C	6	Warm	SFW	Magellanicum	0.211985816	0.208448709	0.231388301	0.259549508	0.276975
4.5C	7	Warm	SFW	Magellanicum	0.102891489	0.132362	0.16560808	0.166622971	0.18703814
4.5C	8	Warm	SFW	Magellanicum	0.224747745	0.248404849	0.272827178	0.29919608	0.32924326
4.5C	9	Warm	SFW	Magellanicum	0.143583793	0.180838421	0.205201856	0.233590771	0.2614644
4.5C	10	Warm	SFW	Magellanicum	0.231628361	0.281806395	0.291812559	0.325055066	0.35721158
2.25C	1	Warm	SFW	Magellanicum	0.024826752	0.035251878	0.04908607	0.077341364	0.217460481
2.25C	2	Warm	SFW	Magellanicum	0.046240238	0.083326067	0.104992192	0.11795204	0.129308777
2.25C	3	Warm	SFW	Magellanicum	0.086665642	0.12310587	0.158850646	0.176476268	0.20846782
2.25C	4	Warm	SFW	Magellanicum	0.064328723	0.090686373	0.123375108	0.153170617	0.189345022
2.25C	5	Warm	SFW	Magellanicum	0.109263916	0.171020606	0.198083977	0.234814132	0.279128209
2.25C	6	Warm	SFW	Magellanicum	0.073991334	0.107159039	0.179027976	0.211360313	0.263678267
2.25C	7	Warm	SFW	Magellanicum	0.150341853	0.217043403	0.250233651	0.292479036	0.331494101
2.25C	8	Warm	SFW	Magellanicum	0.191369778	0.232897598	0.265542092	0.319963933	0.359754809
2.25C	9	Warm	SFW	Magellanicum	0.137450965	0.214103045	0.277239119	0.354275193	0.413738403
2.25C	10	Warm	SFW	Magellanicum	0.275017166	0.352048174	0.42766079	0.490323303	0.554843506
9C	1	Warm	SFW	Magellanicum	0.024004501	0.073060923	0.123382038	0.153647839	0.207397461
9C	2	Warm	SFW	Magellanicum	0.023945537	0.039605147	0.040189853	0.054736698	0.064063527
9C	3	Warm	SFW	Magellanicum	0.036283265	0.040014667	0.041718338	0.049428797	0.049648661
9C	4	Warm	SFW	Magellanicum	0.055649592	0.079071376	0.083943808	0.967049798	0.107317116
9C	5	Warm	SFW	Magellanicum	0.038440825	0.045454857	0.049393268	0.050785255	0.054056822
9C	6	Warm	SFW	Magellanicum	0.045048178	0.049045453	0.052607271	0.057753628	0.06355183
9C	7	Warm	SFW	Magellanicum	0.080059483	0.080823414	0.081576377	0.08194299	0.083710816
9C	8	Warm	SFW	Magellanicum	0.080705306	0.081916741	0.083550918	0.080800843	0.085832629
9C	9	Warm	SFW	Magellanicum	0.079495314	0.084222519	0.085849968	0.09029177	0.091846809
9C	10	Warm	SFW	Magellanicum	0.055543484	0.052116912	0.054382705	0.055884254	0.057330614
